Link,Text
https://www.coventry.gov.uk/a-to-z/service/1089/avian-influenza," Please do not touch or feed any birds, or touch feathers or bird droppings in public spaces. Please report dead wild birds you find in a public space, but stay away from them. When visiting open spaces such as parks, please keep dogs on a short lead to avoid contact with sick or dead birds. If you find a dead bird on your private property, please report and dispose of it in your general waste following these instructions. It is now a legal requirement for all bird keepers in Coventry to keep their birds housed and follow strict biosecurity measures, regardless of type of bird or size of flock. sudden and rapid increase in the number of birds found dead closed and watery eyes unresponsiveness incoordination and loss of balance drooping of the wings and/or dragging of legs twisting of the head and neck. if possible, wear disposable protective gloves when picking up and handling dead wild birds (if disposable gloves are not available, a plastic bag can be used as a make-shift glove). When the dead wild bird has been picked up, the bag can be turned back on itself and tied, enclosing the dead wild bird within the bag the bag containing the dead wild bird should then be placed in a second plastic bag (preferably leak proof). Care should be taken not to contaminate the outside of the bag remove any gloves or other hand coverings used, by turning them inside out and then place them in the second plastic bag, taking care not to touch the outside of the gloves with bare hands tie the second bag closed and dispose of in the normal household waste (general refuse lidded bin outside) wash hands thoroughly with soap and water. the dead wild bird can be buried, but not in a plastic bag the depth of the burial hole must be sufficient to prevent animals scavenging and gaining access to it – at least 60cm deep is advised and the location must not be near any watercourses, or likely to contaminate local water supplies if possible do not use your hands to move the bird wear disposable protective gloves when picking up and handling any dead wild birds (if disposable gloves are not available, a plastic bag can be used as a make-shift glove) dispose of any gloves or other hand coverings in a bag (preferably leak proof), being careful not to touch the outside of the gloves or other hand covering with your bare hands tie the second bag closed and dispose of in the normal household waste (general refuse lidded bin outside) wash hands thoroughly with soap and water  The Department for the Environment, Food and Rural Affairs (Defra) and the Animal and Plant Health Agency (APHA) has confirmed there have been cases of avian flu or bird flu in wild birds such as geese throughout the UK. If you wish to report a dead bird, please call the Customer Service Line at Coventry City Council on 08085 834333 or report dead wild birds online. Bird flu is a virus that affects birds, including wild birds such as geese, swans, birds of prey, pigeons and poultry. As with other viruses, there are lots of different strains of the bird flu virus. The current outbreak seen in the UK can cause severe disease and death in birds. It is spread from bird to bird through contact and through droppings. Wild birds are often more resistant to bird flu than domestic birds and can carry and spread the virus without showing symptoms. Human infections with bird flu are rare and the risk to the general public is very low. However, some strains of the virus, have been associated with human disease. This is why we are encouraging people not to have close contact with dead, sick or injured birds. Of all the reported cases in humans worldwide, almost all have been associated with extremely close contact with infected birds (dead or alive). Close contact includes touching infected birds; contact with droppings; killing or preparing infected birds for cooking; inhalation of feather dust. Bird flu is not transmitted through properly cooked food. Cooked poultry and eggs are safe to eat in areas where outbreaks have occurred. Your health is very important. Please do not approach or touch any dead, ill or injured bird. If you are walking with your dog, keep your dog away from the infected bird. Please do not take an injured bird to the Coventry RSPCA branch or a vet. If you find a dead bird, please report any dead wild birds online or through the Customer Service line on 08085 834333. Someone from the team will attend the park or public place you have identified to remove the bird(s). If the public space is not owned by Coventry City Council, we will forward the information you provided for them to remove the bird. If you find small numbers of dead garden birds at your home you can dispose of them in your household waste bin, or you can bury them. For disposing or burying garden birds you can follow the advice given by the UK Government. You can report small numbers of dead garden birds to Garden Wildlife Health. If you find a dead bird of prey, for example a hawk, or a large number of dead garden birds, for example 5 or more of the same species, you can report this to the Animal and Plant Health Agency. Gardens are really important places for our birds.  Bird flu is predominantly being reported in bird species that are not commonly found in gardens, so the risk to you from wild birds is very small. There is no need to deter birds from coming to your garden. To minimise the risk further, if you see sick or dead birds, do not touch them, their droppings, or any water nearby and clean the birdfeeder and water features when you can. If you see a baby bird (fledgling) in your garden, leave it to its own devices. Its parents are almost certainly nearby and will look after it. If you came into contact with a bird with potential avian flu, please monitor for any flu-like symptoms such as fever and congestion. Please read the NHS website for further details. If your domestic animals (cats or dogs) go outside and could potentially eat sick or dead birds infected with bird flu viruses, there is a small chance they could be infected with bird flu. While it’s unlikely that you would get sick with bird flu through direct contact with your infected pet, it is possible. If your pet is showing signs of illness (such as fever, panting, lethargy) compatible with bird flu virus infection and has been exposed to infected (sick or dead) wild birds/poultry, you should monitor your pet’s health for signs of fever or infection and contact your veterinarian. It is now a legal requirement for all bird keepers in Coventry to keep their birds housed and follow strict biosecurity measures. This is regardless of type of bird or size of flock. Biosecurity measures and how to prevent bird flu from spreading on the GOV.UK website. If you keep poultry or a large number of captive birds, we encourage you to notify our Trading Standards Team by emailing tradingstandards@coventry.gov.uk  If the information received from the Animal Plant Health Authority (APHA) changes the team will contact you by email. If you are concerned about the health of your birds, speak to your private vet. If you suspect bird flu, you or your vet must report it immediately to the Animal and Plant Health Agency (APHA) even if the signs are mild. Report this immediately by calling APHA on 03000 200 301 How to maintain welfare whilst your birds are housed. Birds of prey or other species trained to fly, such as racing pigeons. "
https://www.coventry.gov.uk/info/158/safeguarding_adults/1066/prevention_of_abuse_and_neglect," Be aware of the risks you face in daily circumstances, when undertaking certain activities, joining particular groups, disclosing personal information or as a result of making any other choices and decisions. You also need to know your rights and the supports and benefits available to help you. You need to develop your ability to keep yourself safe and reduce the likelihood of someone seeing you as someone to exploit or someone whose needs can be ignored or given little importance. You need to know who and where to report concerns quickly about actual or potential mistreatment or neglect so that it can be stopped.  Anyone can be mistreated, exploited or abused at some time in their lives but some people are particularly prone to these things because they are seen as being easy to take advantage of. This may be because they are aged, confused, have learning disabilities, physical impairments, mental health issues, poor mobility or a degree of deafness or blindness.  Similarly, people or groups who are in a minority because of their appearance, behaviour or beliefs, can attract harassment and antisocial behaviour. We don't have to be unscrupulous to mistreat the more vulnerable members of our society. Simple failure to acknowledge people as individuals or to recognise their past and present contribution to family and society is seriously disrespectful and can lead to a breach of human rights, particularly when they are in need of support; whether it be in group or independent accommodation, being treated as a less than whole person can have seriously detrimental consequences for their health, independence and wellbeing. Similarly, failure to recognise care needs is neglectful, albeit unintentional perhaps, and deliberately depriving someone of care identified as a need, is neglect. Many people with care or support needs have family members or intimate partners involved in meeting those needs. Where there is a care support element to the relationship, this can change the balance of power; shifting control and making either party particularly vulnerable to the risk of abuse or neglect by the other. To be able to avoid harm or neglect, you need to: "
https://www.coventry.gov.uk/info/158/safeguarding_adults/2785/my_safeguarding_experience," Listening to you about what you want to happen Planning how to look into your issue Deciding how to best keep you and any other vulnerable people or children involved safe Deciding on any actions concerning any organisation or individual/s who have caused harm See also: Adult Safeguarding Public Information leaflet See also: Making Safeguarding Personal Privacy Notice See also: MSP What good person-centred adult safeguarding practice looks like in Coventry (CSAB Guide)  Safeguarding procedures are coordinated by a social work or mental health team. They involve discussions, meetings and actions including: You (and/or your advocate) will have the opportunity to have your say at each stage in the process and how you would like to be involved. Your social worker or mental health worker will explain the safeguarding process and ask you what you want to happen as a result of the harm or mistreatment being reported. This will be recorded in the main safeguarding records. The My Safeguarding Experience User Involvement (part 1) may be used to help guide and record conversations. Once the safeguarding process is concluded, telling us about your experience of the process is really valuable to us as it helps to improve our service. There is an online user feedback form, or a downloadable user feedback form to print and post. A Making Safeguarding Personal toolkit for Frontline Staff, Supervisors and Managers has been developed to support the different stages of the safeguarding process, which includes all the tools and explanations of how to use them. In support of Making Safeguarding Personal we also operate a Complex Case and Risk Enablement Panel, recognising that enablement and working with risk are closely linked. A small-scale study was commissioned by Coventry Adult Services Department, undertaken by Coventry University, to evaluate the implementation of Making Safeguarding Personal (MSP). Read the report into the findings. "
https://www.coventry.gov.uk/downloads/download/4244/safeguarding_adults_information_leaflets_and_posters,  Information leaflets and posters about safeguarding adults and the process 
https://www.coventry.gov.uk/downloads/download/4349/safeguarding_adults_-_policy_and_procedures,  
https://www.coventry.gov.uk/info/76/carers_support/2456/carers_assessments," Who (if anyone) you would like to be involved in your assessment What you are finding difficult and how this is affecting you in your daily life Your caring role, how you manage and whether it is preventing you from doing things that you want or need to do Your health, how it affects you, and whether your caring role is affecting your health Looking after yourself and staying safe (eating well, getting enough sleep, getting a break, caring safely, feeling safe) Planning for difficulties and emergencies Things you enjoy doing Things that are important to you Support already available to you – what’s working well (e.g. help from family and friends, GP, equipment and aids, paid carers) Anything that has worked well in the past What would you like to achieve / do more of?  A Carer's Assessment is a good way to discuss with a professional your needs as a carer, the impact caring may have on you and if there are any aspects of your caring role you are finding hard, need support with or what to come to an end.  We encourage anyone with caring responsibilities to have an assessment. Listed below are some of the things we will look at during your assessment so before you contact us or complete an online self assessment, you might like to think about them. It might help to write things down. Any adult who looks after another adult and may need help to enable them to continue to care can have a carers' assessment under the Care Act 2014. Any adult who may have needs for care and support can have also have their own assessment. The assessment must involve any carers who are providing support and the carer's needs will be considered at the same time. This is called a 'combined carer's assessment'. A carer can also have a separate carer's assessment. Parent carers who look after a disabled child, and young carers can have an assessment under the Children and Families Act. We are in the process of updating our information for parent carers but in the meantime please contact the All Age Disability Service. You can refuse to have an assessment but we may still need to talk to you if we are concerned about your safety and wellbeing. We can still give you information and advice about arranging your own support and accessing activities and groups in your community. If you are offered an assessment but refuse this time, you could still change your mind at a later date. "
https://www.coventry.gov.uk/carersactionplan," Carer's Assessment: This is a way to discuss your needs as a carer, and the impact this may have on you, with a professional. This can be as a combined assessment with the person you look after, or a separate carers assessment. Carer's Allowance: You could be entitled to a weekly Carers Allowance benefit if you care for someone at least 35 hours a week and they receive certain benefits. Access to support specifically for carers, including respite or replacement care (allowing carers to take a break from the caring role or ensuring the individual receives care in event of an emergency), support groups, information and advice, training and other health and wellbeing support (for example, counselling or group support sessions). The individual you are supporting is also entitled to a social care assessment to understand their needs and possible support options. Further information on carers assessments, support and how to access this are available via the Council website. You can also complete a Carer’s Assessment for yourself on our website. Information is also available via the Carers Trust Heart of England, an organisation commissioned by the Council to deliver a range of support (including training, support, information and advice and planned and emergency breaks) to carers in Coventry, with no charge to the carer. Empower carers with flexible respite options, ensuring they can take breaks Deliver the right support, at the right time, and in the right place Maximise the reach of carers' assessments to benefit more carers Review demand for support from both Coventry City Council and commissioned providers, addressing disparities in access among various communities. Engage in regular dialogue with carers, including via the Adult Social Care Stakeholder Reference Group and Dementia Hub Steering Group, seeking feedback on the plan's implementation and potential areas for improvement. We will monitor national surveys and data collections, providing valuable insights into the overall impact of our efforts. Adult Carer: ‘An adult who provides or intends to provide care for another adult (adult needing care)’ Section 10(3) Care Act 2014 Parent Carer: ‘A person aged 18 or over who provides or intends to provide care for a disabled child for whom the person has parental responsibilities.’ S97 children and Families Act 2014 Young Carer: ‘A person under 18 who provides or intends to provide care for another person of any age, except where that care is provided for payment, pursuant to a contract or as voluntary work.’ S96 Children and Families Act 2014 Referrals - Carers Trust Heart of England (carerstrusthofe.org.uk) Carer's Allowance: How it works - GOV.UK (www.gov.uk)  The Carers' Action Plan is based on carer engagement, local requirements, and using national information and data sets, focusing on three priority areas to better support carers in the City. The action plan is a working document, and we aim to continue to work with local carers and third sector organisations to shape the priorities and actions moving forward. Download and print the Carers' Action Plan. Carers can be of anyone of any age, ethnicity, or background, with most of us likely to be affected by or have caring responsibilities at some stage in our lives. While this role can be immensely rewarding, it can also significantly impact the carer's life, affecting their own health, wellbeing, and opportunities. The role of a carer might not be immediately apparent, often perceived simply as assisting a loved one. This support can take various forms, such as practical tasks, personal care, emotional support, advocacy, or financial management. Though each carer's experience is unique, their contribution is invaluable, and the person they care for would struggle without their support. If you are a carer, you may be entitled to a range of support and benefits to assist both you and the person you care for. This includes: The Carers' Action Plan 2024-26 has been developed following analysis of the biennial Survey of Adult Carers in England 2021/22, a local ‘Let’s Talk’ Coventry Carers' Survey undertaken in 2023 and using national information and data sets. The Carers' Action Plan 2024-26 therefore focuses on three priority areas to improve the services and support carers' experience: Our commitment to making a difference for carers requires continuous monitoring and evaluation. To ensure the Action Plan's effectiveness, we will: For carers seeking support or more information, we provide an online Carer's Assessment tool on the Coventry City Council website. Additional resources are available on our carers’ information pages. For specific support services, you can connect with the Carers Trust Heart of England, an organisation commissioned by the Council to provide assistance without any charge to the carer. We encourage all carers and those who suspect they may be carers to take advantage of the resources and support available. Together, we can make a positive and lasting impact on the lives of carers in our community. "
https://www.coventry.gov.uk/info/76/carers/923/young_carers,"  Young carers are young people who help care for a family member who is disabled, physically or mentally ill, has a long term serious illness or has a substance misuse problem. This is a role that many young people are happy and proud to do. However, inappropriate or excessive levels of caring can put their education, training or health at risk, and may prevent them from enjoying their childhood. A young carer is a child or young person under 18 and a young adult carer is aged 18 - 25. Some young carers may be susceptible to poor outcomes because they frequently miss out on normal childhood experiences and lack the social networks experienced by their friends without caring roles. Evidence shows that 30% of Young Carers experience problems at school with attendance, attainment and social development, rising to 40% where they care within a family affected by substance misuse. In addition, there may be physical problems such as excessive tiredness or injury from lifting and assisting others, and emotional and mental health problems such as stress, anxiety, depression and a sense of isolation. Young adult carers often do not have the same opportunities as other young people to continue their education, go to university, and go to work. Often there will be more than one young carer in the family and the caring role is likely to extend beyond looking after the cared for person and may include taking siblings to school and looking after their social and emotional, as well as practical needs. "
https://www.coventry.gov.uk/health-wellbeing/vaccines," the shingles vaccine the children's nasal flu vaccine 1 of the 2 types of MMR vaccine  Vaccines are the safest way to protect you and your family from serious infections – they help you stay healthy. Since vaccines were introduced in the UK, diseases like smallpox, polio and tetanus are rarely seen. However, if people stop having vaccines, infectious diseases may quickly spread again. All vaccines are thoroughly tested to make sure they will not harm you or your child. In England, most vaccinations are offered free on the NHS. To protect children as early as possible many vaccines are offered to babies and toddlers before they start school. Vaccinations are usually given by practice nurses at your GP practice. Practice nurses are specially trained to give advice and offer vaccines. Older children are offered some vaccinations in school For more information about the local Coventry service in schools please visit the CWPT School Aged Immunisation and Vaccination Service website The NHS has produced a guide to help you understand the vaccines offered in the UK and when to have them. It also explains how they work and why they're safe and important. Read the NHS vaccination guidance. If you are unsure if you or your child has had all the recommended vaccinations in England – check with your GP practice. It is never too late to catch-up on the vaccinations recommended. We have produced information leaflets that outline the current vaccine schedule, and these are available in a number of commonly spoken languages including Arabic, Bengali, Kurdish, Polish and Tigrinya.  The resources can be downloaded. Speak to your practice nurse, GP or your Health Visitor if you're worried about you or your child having a vaccine.  You can text your Health Visitor on CHAT Health: 07507 329114 or via Facebook. The issue of pork ingredients in some vaccines is a concern for some people and communities.  Read about how and why pork gelatine is used in vaccines. This leaflet is available in English, Urdu, Bengali and Arabic.  You can also download local resources produced by the Muslim community in Coventry here The only vaccines containing gelatine in the UK routine vaccination schedule are: Alternative vaccines are available, and you may wish to talk to your doctor or practice nurse about how to access these. Downloadable resources about immunisation including social media messages in other languages and a COVID-19 poster.  "
https://www.coventry.gov.uk/adultscid,  The Adult Social Care and Communities Directory has all the information and advice you need in one central place - so you can find the information you need easily. 
https://www.coventry.gov.uk/work-related-learning/coventry-alternative-provision-CAP--1,"  Coventry Alternative Provision (CAP) is a well-established service formerly known as Work Related Learning, which practices within Coventry Local Authority. The service is responsible for ensuring that a high-quality, diverse offer of Alternative Provision is made accessible to Coventry schools/academies. We support schools/academies to secure successful placements for students while quality-assuring all provisions against a rigorous quality framework. Coventry Alternative Provision (CAP) works with schools/academies to help them develop a full understanding of what Alternative Provision has to offer and how our high-quality practices are embedded into Coventry Alternative Provision (CAP) delivery. Coventry Alternative Provision (CAP) highly recommends schools/academies to use our service when accessing Alternative Provision for students, as we have a well-established framework to ensure training providers are working in line with local and national guidance. Our service does not take responsibility or accountability for any Alternative Provisions that are secured directly by schools/academies outside of our framework. We offer a breadth of courses that support schools/academies to offer a broad and balanced curriculum through our NEW Coventry Alternative Provision Graduated Model. All of the procured training providers who work in partnership with Coventry Alternative Provision have successfully completed the tender process through Coventry City Council, which requires a detailed demonstration of how they can meet the requirements outlined by the service. Coventry Alternative Provision recognises that the demand for Alternative Provision is ever-growing, and we work to ensure that we are maintaining an offer that can meet this demand. We aim to ensure that we offer a person-centred approach, for all students to enhance their educational experience when accessing provisions through our service. Coventry Alternative Provision has recently developed our model of provision to ensure we are providing a universal educational opportunity while providing varied levels of assessment and support. Most of the programmes that we have on offer are delivered in training provider centres across Coventry, however, we also coordinate programmes within school settings and to be delivered virtually. We welcome you to our service page and will happily respond to any requests for more details about our service offer. "
https://www.coventry.gov.uk/directory/121/alternative-provision-directory-23-24,  
https://www.coventry.gov.uk/info/150/work_related_learning/3666/parents_and_carers,"  Coventry Alternative Provision (CAP) is a well-established service formerly known as Work Related Learning, which practices within Coventry Local Authority. The service is responsible for ensuring that a high-quality, diverse offer of Alternative Provision is made accessible to Coventry schools/academies. We support schools/academies to secure successful placements for students while quality-assuring all provisions against a rigorous quality framework. Coventry Alternative Provision (CAP) work with schools/academies to help them to develop a full understanding of what Alternative Provision has to offer and how our high-quality practices are embedded into Coventry Alternative Provision (CAP) delivery. Coventry Alternative Provision (CAP) highly recommend schools/academies to use our service when accessing Alternative Provision for students, as we have a well-established framework to ensure training providers are working in line with local and national guidance. Our service does not take responsibility or accountability for any Alternative Provisions that are secured directly by schools/academies outside of our framework. We offer a breadth of courses that support schools/academies to offer a broad and balanced curriculum through our NEW Coventry Alternative Provision Graduated Model. All of the procured training providers who work in partnership with Coventry Alternative Provision have successfully completed the tender process through Coventry City Council, which requires a detailed demonstration of how they can meet the requirements outlined by the service. Coventry Alternative Provision recognises that the demand for Alternative Provision is ever-growing, and we work to ensure that we are maintaining an offer that can meet this demand. Our aim is to ensure that we offer a person-centred approach, for all students to enhance their educational experience when accessing provisions through our service. Coventry Alternative Provision has recently developed our model of provision to ensure we are providing a universal educational opportunity while providing varied levels of assessment and support. Most of the programmes that we have on offer are delivered in training provider centres across Coventry, however, we also coordinate programmes within school settings and to be delivered virtually. We welcome you to our service page and will happily respond to any requests for more details about our service offer. We appreciate that Coventry Alternative Provision may be a very new concept to you and you may like to know more information. Please contact us if you have any queries on WRLteam@coventry.gov.uk, where one of our team will respond as quickly as possible. "
https://www.coventry.gov.uk/info/150/work_related_learning/3673/training_providers, Coventry Alternative Provision (CAP) Graduated Model Coventry City Council - school term dates CAP Calendar -Term 1 Contact details (overview)- Please note all Training Provider details can be accessed via the directory course pages. Systems Guide- CLM and Datalocker CAP Code of Conduct (Student) CAP Code of Conduct (Staff) CAP Parent/carer Welcome Letter Keeping Children Safe In Education 2023 Controlled Medication Administration Record (MAR) Template Quality Review Structure Flowchart CLM Qualification Details CAP Quality Statement CAP support and guidance Terms and conditions  Coventry Alternative Provision (CAP) have produced a starter pack which will support all staff when accessing CAP throughout the forthcoming year. Please find the Coventry Alternative Provision (CAP) starter pack below; 
https://www.coventry.gov.uk/info/150/work_related_learning/3672/schoolacademy_guide, Directory 2023/24 Coventry City Council - school term dates CAP Calendar -Term 1 Contact details (overview) Systems Guide- CLM and Datalocker Code of Conduct (Students) CAP Code of Conduct (Staff) Parent/Carers Welcome Letter CAP Quality Statement CAP support and guidance Terms and Conditions  Coventry Alternative Provision (CAP) have produced a starter pack that will support all staff when accessing CAP throughout the forthcoming year. Please find the Coventry Alternative Provision (CAP) starter pack below; In this welcome pack you will have access to the following documents: Please take some time to complete the Coventry Alternative Provision Survey The feedback from this survey will be used to shape further improvements to our service and the data will be used in future quality reports. 
https://www.coventry.gov.uk/info/150/work_related_learning/3687/students," Student Questionnaire Add us on Instagram Facebook  If you are here, it is likely that you are currently accessing CAP Provision or that you are looking at joining us. Either way, we hope our website helps you find what you are looking for. We have some really exciting things being developed for you this year and we want our students to be involved in the future growth of CAP. This page will be where we share information about events, student council opportunities and get your feedback. When attending your training provider you may see members of our team, who will be visiting to support both you and the training provider. In the background, we are also working very hard to make sure your vocational training and other opportunities are made available to you. We use our website as a central place for our students to access information and activities in addition to their CAP training. Here is what you can find: Get in touch - we love to hear from our students! "
https://www.coventry.gov.uk/info/64/animals_and_pests/358/animal_health," Please do not touch or feed any birds, or touch feathers or bird droppings in public spaces. Please report dead wild birds you find in a public space, but stay away from them. When visiting open spaces such as parks, please keep dogs on a short lead to avoid contact with sick or dead birds. If you find a dead bird on your private property, please report and dispose of it in your general waste following these instructions. It is now a legal requirement for all bird keepers in Coventry to keep their birds housed and follow strict biosecurity measures, regardless of type of bird or size of flock. sudden and rapid increase in the number of birds found dead closed and watery eyes unresponsiveness incoordination and loss of balance drooping of the wings and/or dragging of legs twisting of the head and neck. if possible, wear disposable protective gloves when picking up and handling dead wild birds (if disposable gloves are not available, a plastic bag can be used as a make-shift glove). When the dead wild bird has been picked up, the bag can be turned back on itself and tied, enclosing the dead wild bird within the bag the bag containing the dead wild bird should then be placed in a second plastic bag (preferably leak proof). Care should be taken not to contaminate the outside of the bag remove any gloves or other hand coverings used, by turning them inside out and then place them in the second plastic bag, taking care not to touch the outside of the gloves with bare hands tie the second bag closed and dispose of in the normal household waste (general refuse lidded bin outside) wash hands thoroughly with soap and water. the dead wild bird can be buried, but not in a plastic bag the depth of the burial hole must be sufficient to prevent animals scavenging and gaining access to it – at least 60cm deep is advised and the location must not be near any watercourses, or likely to contaminate local water supplies if possible do not use your hands to move the bird wear disposable protective gloves when picking up and handling any dead wild birds (if disposable gloves are not available, a plastic bag can be used as a make-shift glove) dispose of any gloves or other hand coverings in a bag (preferably leak proof), being careful not to touch the outside of the gloves or other hand covering with your bare hands tie the second bag closed and dispose of in the normal household waste (general refuse lidded bin outside) wash hands thoroughly with soap and water  The Department for the Environment, Food and Rural Affairs (Defra) and the Animal and Plant Health Agency (APHA) has confirmed there have been cases of avian flu or bird flu in wild birds such as geese throughout the UK. If you wish to report a dead bird, please call the Customer Service Line at Coventry City Council on 08085 834333 or report dead wild birds online. Bird flu is a virus that affects birds, including wild birds such as geese, swans, birds of prey, pigeons and poultry. As with other viruses, there are lots of different strains of the bird flu virus. The current outbreak seen in the UK can cause severe disease and death in birds. It is spread from bird to bird through contact and through droppings. Wild birds are often more resistant to bird flu than domestic birds and can carry and spread the virus without showing symptoms. Human infections with bird flu are rare and the risk to the general public is very low. However, some strains of the virus, have been associated with human disease. This is why we are encouraging people not to have close contact with dead, sick or injured birds. Of all the reported cases in humans worldwide, almost all have been associated with extremely close contact with infected birds (dead or alive). Close contact includes touching infected birds; contact with droppings; killing or preparing infected birds for cooking; inhalation of feather dust. Bird flu is not transmitted through properly cooked food. Cooked poultry and eggs are safe to eat in areas where outbreaks have occurred. Your health is very important. Please do not approach or touch any dead, ill or injured bird. If you are walking with your dog, keep your dog away from the infected bird. Please do not take an injured bird to the Coventry RSPCA branch or a vet. If you find a dead bird, please report any dead wild birds online or through the Customer Service line on 08085 834333. Someone from the team will attend the park or public place you have identified to remove the bird(s). If the public space is not owned by Coventry City Council, we will forward the information you provided for them to remove the bird. If you find small numbers of dead garden birds at your home you can dispose of them in your household waste bin, or you can bury them. For disposing or burying garden birds you can follow the advice given by the UK Government. You can report small numbers of dead garden birds to Garden Wildlife Health. If you find a dead bird of prey, for example a hawk, or a large number of dead garden birds, for example 5 or more of the same species, you can report this to the Animal and Plant Health Agency. Gardens are really important places for our birds.  Bird flu is predominantly being reported in bird species that are not commonly found in gardens, so the risk to you from wild birds is very small. There is no need to deter birds from coming to your garden. To minimise the risk further, if you see sick or dead birds, do not touch them, their droppings, or any water nearby and clean the birdfeeder and water features when you can. If you see a baby bird (fledgling) in your garden, leave it to its own devices. Its parents are almost certainly nearby and will look after it. If you came into contact with a bird with potential avian flu, please monitor for any flu-like symptoms such as fever and congestion. Please read the NHS website for further details. If your domestic animals (cats or dogs) go outside and could potentially eat sick or dead birds infected with bird flu viruses, there is a small chance they could be infected with bird flu. While it’s unlikely that you would get sick with bird flu through direct contact with your infected pet, it is possible. If your pet is showing signs of illness (such as fever, panting, lethargy) compatible with bird flu virus infection and has been exposed to infected (sick or dead) wild birds/poultry, you should monitor your pet’s health for signs of fever or infection and contact your veterinarian. It is now a legal requirement for all bird keepers in Coventry to keep their birds housed and follow strict biosecurity measures. This is regardless of type of bird or size of flock. Biosecurity measures and how to prevent bird flu from spreading on the GOV.UK website. If you keep poultry or a large number of captive birds, we encourage you to notify our Trading Standards Team by emailing tradingstandards@coventry.gov.uk  If the information received from the Animal Plant Health Authority (APHA) changes the team will contact you by email. If you are concerned about the health of your birds, speak to your private vet. If you suspect bird flu, you or your vet must report it immediately to the Animal and Plant Health Agency (APHA) even if the signs are mild. Report this immediately by calling APHA on 03000 200 301 How to maintain welfare whilst your birds are housed. Birds of prey or other species trained to fly, such as racing pigeons. "
https://www.coventry.gov.uk/info/64/animals_and_pests/150/animal_welfare_service," Controlling stray dogs, under the Environmental Protection Act 1990. Advice on dangerous or aggressive dogs, as defined by the Dangerous Dogs Act 1991 and Dogs Act 1871. Issuing fixed penalty notices for dog fouling, as specified by Anti - Social Behaviour, Crime & Policing Act 2014. Putting up 'No Dog Fouling' notices and ground stencils. Investigating dog fouling in private gardens that is causing a nuisance by smell or flies under the Environmental Protection Act 1990. The issuing of animal-related licences for pet shops, zoos, boarding, breeding and riding establishments, and for dangerous, wild and performing animals.  Coventry's dog enforcement (formally animal welfare) and dog warden team, control stray dogs and provides many other services in relation to animals, including: If you wish to contact the team regarding any issues relating to the above, please email dogenforcement@coventry.gov.uk. Please do not call us - our phone is for live incidents only (such as stray dogs) and you will be asked to send an email instead, please be patient and a Dog Enforcement Officer will respond to your email. "
https://www.coventry.gov.uk/animals-pests/adopting-dog,"  Our Dog Enforcement Officers often get asked what happens to the stray dogs we find in Coventry that do not get claimed by their owners. So, we thought we’d shine a spotlight on the charity, Birmingham Dogs Home with whom we’ve worked closely for many years, to help rehome thousands of Coventry’s unwanted pets. When a stray dog is collected in Coventry, our Dog Wardens work hard to try and find the owner. However, some owners unfortunately never come forward to collect their dog. These unclaimed dogs are transferred to Birmingham Dogs Home, which, after 7 days can legally rehome the dog to a new family. During their time at the dogs' home, the stray dogs are given the same loving care and attention as the many other abandoned and relinquished dogs brought into Birmingham Dogs' Home, whose kennels are situated in the rural surroundings of Catherine De Barnes, Solihull. It’s here where dogs have the use of the top facilities, such as modern kennels staffed 24 hours a day, and access to exercise and enrichment areas. When a stray dog is transferred here from Coventry, staff at the dogs' home set to work straight away to help make the dogs feel at home. As with many stray dogs, we often know nothing of the dog’s history or temperament. Assessments take place for each dog which includes monitoring the dog’s behaviour and giving them a vaccination and a health check with their on-site vet. Staff also work on socialising and help with any training needs each dog requires. All of this helps staff to understand each individual dog’s needs which ultimately leads to them being rehomed to the perfect family. If you’re considering buying a dog, it’s well worth planning a visit to Birmingham Dogs' Home, which currently has over 180 dogs of different breeds, sizes and ages all looking for loving new homes! Visit the Birmingham Dogs' Home website for further information and to see some of the dogs currently up for adoption.  "
https://www.coventry.gov.uk/info/64/animals_and_pests/770/dangerous_dogs,"  All dog owners must keep their dog under control at all times. A dog that shows aggression towards someone may be considered dangerous even if it has not bitten anyone. If a person has reasonable belief that the dog will bite, court action may be taken against the owner under the Dangerous Dogs Act 1991 by the Police. When a dog is 'dangerously out of control in a public place' but has not injured anyone, the penalty is up to six months in prison or a fine, or both. If a dog has injured someone the penalty is increased, to a maximum of two years in prison or an unlimited fine. We would strongly recommend that dog owners make sure their gardens are secure, so that dogs are unable to get out and make anyone feel threatened. All dangerous dogs' enquiries are dealt with by the Police in Coventry. Latest Government information regarding the ban on XL Bully Dogs. "
